,0,1,2
704,CLT_8,STL_9,ORD_10
705,BOS_3,LAX_4,JFK_5
706,EWR_4,LAX_5,MSP_6
707,LAX_7,ORD_8,MSP_9
708,IAH_7,ATL_8,MIA_9
709,DCA_6,MCO_7,ATL_8
710,BOS_7,MIA_8,STL_9
711,STL_5,ORD_6,STL_7
712,SFO_10,MSP_11,MEM_12
713,DFW_5,LAS_6,ATL_7
714,LAX_8,MSP_9,LAX_10
715,MCO_7,ATL_8,MCO_9
716,DFW_3,SFO_4,ATL_5
717,ORD_2,PHL_3,BOS_4
718,SFO_7,MSP_8,LAX_9
719,LGA_2,MCO_3,JFK_4
720,DCA_1,ORD_2,SLC_3
721,PIT_4,BOS_5,LGA_6
722,ATL_3,CLT_4,ATL_5
723,EWR_6,CLE_7,SEA_8
724,ORD_3,LGA_4,MCO_5
725,ORD_10,DTW_11,IND_12
726,LAS_2,PHL_3,PHX_4
727,CLE_10,PIT_11,IAD_12
728,SLC_9,ATL_10,LGA_11
729,IAH_8,DCA_9,PIT_10
730,JFK_3,MSP_4,DTW_5
731,PIT_4,EWR_5,CLT_6
732,SEA_7,LAX_8,IAD_9
733,LAX_5,JFK_6,MIA_7
734,STL_10,ORD_11,LAX_12
735,ORD_1,BOS_2,PHL_3
736,SEA_8,IAD_9,SLC_10
737,IAH_7,EWR_8,BOS_9
738,SLC_6,IAH_7,MCO_8
739,ATL_2,MCO_3,ATL_4
740,ATL_3,JFK_4,SFO_5
741,DFW_1,BOS_2,ATL_3
742,LAS_5,ORD_6,SLC_7
743,BWI_6,PHX_7,DFW_8
744,MCO_7,CLT_8,EWR_9
745,LAX_3,SEA_4,ORD_5
746,TPA_10,CLT_11,BWI_12
747,ORD_8,SLC_9,DFW_10
748,ORD_6,EWR_7,SEA_8
749,ORD_7,ATL_8,IAH_9
750,LAS_3,PHX_4,LAX_5
751,SEA_8,SFO_9,DFW_10
752,TPA_7,DCA_8,JFK_9
753,LAX_5,ORD_6,DFW_7
754,LAX_2,IAH_3,LAS_4
755,TPA_4,MIA_5,IAH_6
756,MCO_1,IAH_2,SLC_3
757,SFO_7,ORD_8,BWI_9
758,LAX_1,IAD_2,ATL_3
759,MIA_4,PHL_5,CVG_6
760,LAX_6,LAS_7,PIT_8
761,LAX_6,PHX_7,LAS_8
762,STL_9,IAH_10,DFW_11
763,LAX_4,ORD_5,DTW_6
764,LGA_7,ATL_8,SLC_9
765,JFK_9,LAX_10,ORD_11
766,LAX_8,SEA_9,ATL_10
767,LAS_3,LAX_4,MIA_5
768,PIT_10,DFW_11,PHL_12
769,LAX_4,SFO_5,PHX_6
770,TPA_4,DFW_5,BWI_6
771,PHL_5,MCO_6,CVG_7
772,IAD_6,ORD_7,PHX_8
773,MCO_7,ATL_8,DCA_9
774,LAS_1,PHX_2,DFW_3
775,DFW_5,ORD_6,IND_7
776,LAS_3,PHX_4,IND_5
777,DFW_6,IAH_7,IND_8
778,LAX_8,SEA_9,LAX_10
779,EWR_6,LAX_7,PHX_8
780,IAH_4,MCO_5,ATL_6
781,EWR_6,CLE_7,CLT_8
782,ORD_8,BOS_9,MCO_10
783,MSP_1,LAX_2,IND_3
784,PHX_10,LAS_11,PIT_12
785,EWR_5,PIT_6,CLE_7
786,STL_8,CLT_9,MIA_10
787,ATL_1,IND_2,CLE_3
788,ORD_9,MIA_10,LAX_11
789,LAX_2,JFK_3,IAH_4
790,EWR_7,LAX_8,ATL_9
791,PHX_1,LAX_2,EWR_3
792,SLC_9,LAX_10,SLC_11
793,MSP_1,BOS_2,LGA_3
794,LAX_8,ORD_9,IAD_10
795,ORD_7,IAD_8,PHL_9
796,ATL_8,DTW_9,PIT_10
797,EWR_2,ORD_3,LGA_4
798,DTW_3,PIT_4,JFK_5
799,DTW_2,EWR_3,CLT_4
800,ORD_4,BWI_5,ORD_6
801,BOS_9,CVG_10,MSP_11
802,MIA_6,PIT_7,DFW_8
803,IND_10,LAS_11,SLC_12
804,CLE_2,PIT_3,EWR_4
805,PHX_1,CVG_2,PHX_3
806,LAS_5,PHX_6,LAX_7
807,DCA_3,ATL_4,MIA_5
808,JFK_7,SFO_8,DFW_9
809,DFW_6,ATL_7,IND_8
810,LAS_6,SEA_7,LAX_8
811,LAX_8,CLT_9,DFW_10
812,LAS_8,PHX_9,ATL_10
813,IAH_3,DFW_4,EWR_5
814,DFW_4,DCA_5,BOS_6
815,MSP_7,LGA_8,DTW_9
816,PHL_4,DFW_5,CLT_6
817,BWI_4,MCO_5,LGA_6
818,ORD_8,LAX_9,JFK_10
819,LAS_1,PHX_2,LAX_3
820,PHL_10,TPA_11,DTW_12
821,ORD_4,BOS_5,TPA_6
822,ATL_5,MCO_6,ATL_7
823,JFK_4,MIA_5,EWR_6
824,LGA_3,MIA_4,BWI_5
825,DTW_3,PIT_4,ATL_5
826,DFW_6,CLT_7,DTW_8
827,MIA_9,ORD_10,SLC_11
828,LAX_4,STL_5,DCA_6
829,BWI_4,STL_5,DTW_6
830,IND_9,STL_10,ORD_11
831,ORD_1,MSP_2,BOS_3
832,CLT_2,TPA_3,STL_4
833,BOS_1,BWI_2,STL_3
834,IAH_2,LAS_3,DFW_4
835,ORD_1,ATL_2,DCA_3
836,ORD_8,STL_9,ORD_10
837,BOS_8,JFK_9,SEA_10
838,EWR_7,MCO_8,IAD_9
839,MIA_6,EWR_7,MIA_8
840,DCA_10,CLT_11,LGA_12
841,SFO_1,PHX_2,JFK_3
842,LAX_5,LAS_6,PHX_7
843,LAX_4,IAD_5,BOS_6
844,ORD_7,IND_8,PIT_9
845,BOS_4,ORD_5,EWR_6
846,ATL_10,CLE_11,ORD_12
847,JFK_8,SFO_9,JFK_10
848,CLE_9,EWR_10,CLE_11
849,BWI_3,PHX_4,IND_5
850,ATL_3,EWR_4,SFO_5
851,ORD_4,LAX_5,IAD_6
852,ATL_1,ORD_2,MSP_3
853,DTW_8,MCO_9,ATL_10
854,TPA_2,STL_3,LGA_4
855,ATL_4,MIA_5,IAH_6
856,IAH_8,ATL_9,PIT_10
857,SFO_5,EWR_6,MCO_7
858,IAH_6,MIA_7,EWR_8
859,SFO_3,LAX_4,PHX_5
860,LAX_1,EWR_2,DCA_3
861,MCO_2,MIA_3,MEM_4
862,TPA_7,MIA_8,JFK_9
863,ATL_9,SEA_10,SLC_11
864,MSP_8,PHX_9,BWI_10
865,BOS_10,ATL_11,LGA_12
866,DTW_9,ATL_10,PHL_11
867,BOS_1,TPA_2,EWR_3
868,SLC_7,SFO_8,IAD_9
869,LGA_10,DCA_11,CLE_12
870,JFK_7,SFO_8,IAD_9
871,SFO_8,DFW_9,IAH_10
872,EWR_7,DFW_8,MCO_9
873,LAX_3,SLC_4,CVG_5
874,MIA_6,JFK_7,DCA_8
875,EWR_1,DFW_2,LAX_3
876,SLC_3,MSP_4,ORD_5
877,BWI_6,PHX_7,IND_8
878,STL_8,SEA_9,PHX_10
879,MCO_5,ATL_6,STL_7
880,SFO_1,ORD_2,EWR_3
881,EWR_10,MCO_11,MIA_12
882,SFO_8,LAX_9,SEA_10
883,LAX_10,ORD_11,STL_12
884,EWR_2,MSP_3,PHL_4
885,MIA_1,LAX_2,PHX_3
886,DTW_9,ATL_10,LGA_11
887,EWR_7,DTW_8,PHX_9
888,JFK_2,LAX_3,JFK_4
889,MSP_7,LAS_8,PHX_9
890,LAX_7,SFO_8,LAX_9
891,PIT_6,SFO_7,SEA_8
892,BOS_5,DCA_6,EWR_7
893,SFO_9,LAX_10,PHX_11
894,MCO_5,JFK_6,STL_7
895,ATL_1,LAX_2,PHX_3
896,DTW_10,MSP_11,CLE_12
897,MEM_9,ATL_10,MEM_11
898,EWR_9,BOS_10,LGA_11
899,LAX_3,MCO_4,TPA_5
900,MCO_3,ORD_4,MIA_5
901,CLE_7,SFO_8,PHX_9
902,MCO_8,CVG_9,DFW_10
903,LAX_9,DFW_10,LAS_11
904,PIT_3,ATL_4,ORD_5
905,IAH_9,DFW_10,ATL_11
906,EWR_1,BOS_2,PHL_3
907,SFO_3,IAD_4,ORD_5
908,CLT_9,TPA_10,ATL_11
909,ATL_8,MIA_9,JFK_10
910,SFO_2,SEA_3,CVG_4
911,ORD_7,LAS_8,PHX_9
912,DFW_6,DCA_7,BOS_8
913,LAX_2,STL_3,SFO_4
914,LAX_9,SFO_10,LAX_11
915,LAX_2,IAH_3,CLE_4
916,LAS_7,SFO_8,IAD_9
917,CVG_8,LGA_9,ATL_10
918,IAH_10,DCA_11,PIT_12
919,IAD_6,STL_7,BOS_8
920,IND_8,DTW_9,ATL_10
921,LAX_9,IAH_10,STL_11
922,JFK_9,STL_10,DFW_11
923,LAX_5,CLT_6,LAX_7
924,PHX_9,LAS_10,ORD_11
925,PHL_2,ORD_3,SLC_4
926,LAX_3,MEM_4,DFW_5
927,ORD_10,LAX_11,MIA_12
928,DFW_8,SFO_9,ATL_10
929,LAX_10,ATL_11,LAX_12
930,ORD_5,LGA_6,MCO_7
931,SFO_6,ATL_7,EWR_8
932,ATL_10,IAH_11,DFW_12
933,MSP_5,ORD_6,EWR_7
934,MEM_10,STL_11,ORD_12
935,CVG_6,IND_7,ORD_8
936,MCO_1,STL_2,DCA_3
937,DFW_3,MEM_4,DFW_5
938,STL_4,MIA_5,DCA_6
939,DCA_1,BOS_2,CLT_3
940,ATL_4,LGA_5,STL_6
941,SFO_9,EWR_10,IAH_11
942,BWI_6,MCO_7,DTW_8
943,PIT_8,SFO_9,EWR_10
944,CLT_5,ATL_6,CLT_7
945,CLT_3,PHL_4,ORD_5
946,PHX_3,LAX_4,IAH_5
947,ATL_2,LGA_3,DFW_4
948,LGA_6,ORD_7,SLC_8
949,MCO_6,PIT_7,ORD_8
950,TPA_2,ATL_3,LGA_4
951,IND_6,ATL_7,MCO_8
952,IAH_7,TPA_8,CVG_9
953,MIA_1,PHL_2,BOS_3
954,IND_6,PHX_7,IAH_8
955,LGA_2,ORD_3,LAS_4
956,ORD_10,DTW_11,LGA_12
957,MCO_5,LGA_6,ORD_7
958,LAX_6,LAS_7,LAX_8
959,IND_4,DFW_5,BOS_6
960,DTW_4,CLE_5,JFK_6
961,MCO_9,CVG_10,MCO_11
962,SLC_6,ORD_7,SEA_8
963,LGA_4,CLT_5,LGA_6
964,DTW_6,SFO_7,LAX_8
965,ATL_10,ORD_11,PIT_12
966,SFO_9,EWR_10,SEA_11
967,LGA_10,MIA_11,LGA_12
968,EWR_5,CLT_6,IAH_7
969,STL_3,MEM_4,ATL_5
970,IAD_4,EWR_5,IAH_6
971,SFO_9,IND_10,MSP_11
972,MIA_8,DFW_9,ATL_10
973,PIT_6,JFK_7,SFO_8
974,STL_8,IND_9,ATL_10
975,ATL_10,TPA_11,CVG_12
976,ORD_1,SFO_2,ORD_3
977,IAD_7,LGA_8,MCO_9
978,IAH_6,ATL_7,ORD_8
979,IAH_5,DCA_6,LGA_7
980,SFO_7,LAX_8,CLE_9
981,TPA_7,PIT_8,DTW_9
982,MSP_6,ORD_7,STL_8
983,PHL_3,BOS_4,ATL_5
984,LAX_8,PHX_9,LAS_10
985,PIT_4,BOS_5,LGA_6
986,PHX_1,CVG_2,DFW_3
987,MCO_1,DTW_2,EWR_3
988,JFK_5,LAX_6,IAH_7
989,LAX_10,LAS_11,PHX_12
990,EWR_5,STL_6,IND_7
991,LAS_1,SLC_2,ORD_3
992,MCO_3,BOS_4,DCA_5
993,ORD_2,LAX_3,JFK_4
994,JFK_6,PHX_7,LAS_8
995,LAX_4,DFW_5,SFO_6
996,ORD_3,MSP_4,LAX_5
997,SFO_9,DFW_10,ATL_11
998,SFO_5,LAX_6,DFW_7
999,CLE_3,ORD_4,LAS_5
